529661510369284096,@mikeyerxa EXCUSE ME, WHERE'S MY INVITE (to the latter, duh)
529694204361203713,@FreekmaneJames tell me we wouldn't show up in the tightest clothes and cry while still being the hardest niggas at a prince concert
529695331387461632,@tristananthonyJ that's the only concert we could wear heels and still be hard af
529689679411810304,People talking about stupid shit like government corruption and harassment when Prince is in Toronto smh
529797259362177024,@ctvottawa any help with this event even raffle prizes are much appreciated
529797166739378177,@ctvottawa @masseyhall  holding suicide prevention event and fundraiser for funeral costs for my cousin who passed on sun
529716453792956416,Is #Prince in #Toronto? Rumours fly of surprise show... @masseyhall http://t.co/ySchlys6DA
529698240405729281,@akrred @TheSocialCTV That's insane! I love Prince but there's no way I can get babysitting so last minute :(
529695704982491137,@TheSocialCTV I saw Prince in concert 2 years ago in halifax and honestly, was the most boring concert ever! Was so disappointed
529695587390980097,@TheSocialCTV Yes indeed !
529696619244306432,@TheSocialCTV #birthdaygirl #prince  it's my Birthday ohhhh I would love to see my all time fav ❤️❤️❤️please get me in!
529697981751373824,@BabiesBaubles @TheSocialCTV Massey Hall tix 10$? #Prince
529696091638620160,@TheSocialCTV Love Prince, he was my first concert!! #PRINCEWATCH
529696892851347458,@TheSocialCTV Where??? #Prince
529701086815592449,@TheSocialCTV I want tickets so bad!
529695367680761856,OMG. #Prince rumoured to be performing in Toronto today. Exciting!
529708506111549440,@Stazie_15 Enjoyyyyyy I'm jealous 😩@TorontoComms
529705003758665729,@ianallen169 @PrincePartyUK @TorontoComms @3RDEYEGIRL I can't go lol I have to work or I would should be amazing.
529702311111983104,@ianallen169 @PrincePartyUK @Stazie_15 @TorontoComms @3RDEYEGIRL and boy did we know how to queue mate.
529703489107423233,@Stazie_15 @PrincePartyUK @TorontoComms @3RDEYEGIRL I hope you enjoy! Only slightly jealous 😜
529701933301653505,@Stazie_15 @PrincePartyUK @TorontoComms If there's one thing @3RDEYEGIRL fans love more than the music, it's queueing!
529702566104678401,@ianallen169 @PrincePartyUK @TorontoComms @3RDEYEGIRL very very true hope it's a heck of a concert.
529695483661664257,Clearly prince is having a show in #toronto @TorontoComms #tdot #gta #prince #concert http://t.co/e7oktlGd1v
529740822238232577,athenaph what tease!!! RT @CBCNews: Prince not playing Massey Hall tonight, promoter says http://t.co/245JKmwWHH
529741502323621890,@CBCNews Of course not. I can't make it tonight. But Saturday.....
529741574742507520,@CBCNews  lol.
529827763855704064,@CBCNews @PrinceNewsUSA 💜💜💜💜💜💜💜💜💜💜O(+&gt;
529748991849013248,@CBCNews And, ... ?
When @CBCNews asked Live Nation why no one made this clarification 4 or 5 hours earlier?
529746860714758145,“@CBCNews: Prince not playing Massey Hall tonight, promoter says http://t.co/IUaL2ulFZf http://t.co/ZDYfGmZKX0” good. I was feeling bitter.
529743000247992320,@CBCNews good :-)
529740809672077313,.@CBCNews I can also confirm he will not be playing in Rankin Inlet, NU either
529745508148203523,WTW?! @CBCNews: Prince not playing Massey Hall tonight, promoter says http://t.co/MleQFsdS0P http://t.co/qPpE8zL2pF”
529739968470867968,Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC
529590746018754560,@PrinceTaughtMe @PrinceMuseum @3RDEYEGIRL I wld def go if I was only 2 hrs away. I once flew 11 hrs 2 C him in Vegas. Best night of my life!
529548830287876096,@PrinceMuseum and oh my god the show already sold out in Toronto?!?! damn.
529542083405955072,@PrinceTaughtMe @3RDEYEGIRL get on board the seduction 747....
529550553773506560,@PrinceMuseum ohhhh! alright! I was confused because it said "no longer on sale"!
529546994520694784,@PrinceTaughtMe if you can make it tonight - do it :)
529550101925343233,@PrinceTaughtMe I don't think it's even been on sale yet
529657666843721729,@sarah_mccrone @PrinceMuseum @3RDEYEGIRL no moneyyyyy :(
529542544573865985,@PrinceMuseum @3RDEYEGIRL I only wish. The Commodore Ballroom is calling Prince's name with Vancouver, he'll be back around… hopefully!
529547352907218944,@PrinceMuseum I doubt it! I don't got the money to go all the way out there! If I did, I definitely would! It would be fun! :)
529660640575897600,@PrinceTaughtMe @PrinceMuseum @3RDEYEGIRL oh no:(
529661580649459712,@sarah_mccrone @PrinceMuseum @3RDEYEGIRL :(
529541029910044672,@PrinceMuseum @3RDEYEGIRL it's a four hour flight from Vancouver to Toronto and I'm so tempted lol
529658081840746496,@mossequ1 @PrinceMuseum @3RDEYEGIRL it's across the country and 4 hours away lol and it's like $300 I think
529574549340553216,@PrinceTaughtMe @PrinceMuseum @3RDEYEGIRL go!!!!! I would if I could!!
529540733020405760,PRINCE IN TORONTO TONIGHT:
@3RDEYEGIRL tweeted this morning to say OTNOROT CALLING, which is Toronto backwards, obviously.... Seems it's on!
529655597114085376,@CTVNews Next, maybe Vancouver, B.C?
529680820324560897,@CTVNews hahahaha well it's not much of a surprise now is it!? :P
529655944066912257,Exciting! Anyone going? RT @CTVNews Prince rumoured to performsurprise show in Toronto http://t.co/MaIAv6N5cj http://t.co/4YgRYJVk9K
529658952519540736,“@CTVNews: Prince rumoured to be performing in surprise show in Toronto http://t.co/ikEU0ijo3j http://t.co/h4hgLCIR0z”

How cool!
529654399455727617,@CTVNews I guess it's no longer a surprise.
529654334456598529,@CTVNews hey @stephb209 ^^^^
529680436121702400,@CTVNews who cares!!!!
529664081100562432,@CTVNews  he's still alive???
529655164828139522,@CTVNews IF this were to be happening on Thursday, would consider flying Vancouver to To. in hopes of seeing him live. #OnBucketList
529671977662185473,@natashankpr I'll definitely be trying to get tix today!
529654186791944192,Prince rumoured to be performing in surprise show in Toronto http://t.co/PEbtcmybqc http://t.co/HOoFI33eV2
529722000076718082,This is what it feels like/when doves cry  RT @LiveNationON: we can confirm that Prince will not be performing at @masseyhall tonight.
529722084600320001,@LiveNationON Soo... Its tomorrow night!? #Prince @masseyhall
529723119913951232,@LiveNationON @masseyhall Tomorrow Night?
529721379302952961,@SBranisteanu @LiveNationON @masseyhall thank you for that tweet!! MUCHO APPRECIATEO
529722570460123136,@ROCKthusiast maybe tomorrow?
529723719552618496,@brofromanother @livenationon @masseyhall aw man! That got my funny bone!
529720506602516480,“?!?!? @JillKrajewski @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.”
529722617318899712,@LiveNationON @masseyhall it's probably @3RDEYEGIRL
529723695989002241,“@LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.” @DinaPugliese
529722739196985345,@GreenHair14 "Change of plans." Hmmm. https://t.co/Es2VXUTvwj
529722212706971648,@brofromanother @LiveNationON @masseyhall WHAT THE HELL EVEN JUST HAPPENED TODAY
529721493962641408,@beets But 3rd Eye Girl will be? Did you ask LN if The Artist Formerly Known As #Prince is playing?
529720542925176832,“@LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.” @AdamWylde
529721182468444160,Poor suckers in line!  “@LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.”
529723588413489152,@LiveNationON @masseyhall What about tomorrow night? #Prince in #Toronto still a possibility?
529721009172410369,Err, twist? RT @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.
529723713701543938,There ya go. @KiSS925 RT @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.
529720273285566464,In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.
524990764049522688,@CTVNews get it right. http://t.co/GHYxMuzPG9
524990563217838081,@CTVNews you guys "confirmed" there were 3 shootings not long ago. How about you wait for official reports before saying things.
525003827494531073,@CTVNews @ctvsaskatoon so what happened at Rideau? Nothing?
524992704673890304,RT @CTVNews Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill. #Canada
524990163446140928,Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill.
524956595588194305,@newhot899 live news just reported cops yelling at people to run. Must be a third shooter!
524947580149825537,@newhot899 #ottnews
524947672822988800,@newhot899 good!!! 👌
524947416869388288,Reports now that 2nd shooter has been shot in downtown Ottawa #ottnews
524943159726309376,@ldobsonhughes @HuffPostCanada God Bless Heather !!
524943410520924161,My Alma Mater. God. RT @ldobsonhughes: The University of Ottawa, just a five minute walk from the Hill, is now on lockdown.
524944078870700032,@ldobsonhughes @InklessPW is 2 km from nasty parliament not 2 minute only  chita to can run 120 km an hours
524942470472548352,The University of Ottawa, just a five minute walk from the Hill, is now on lockdown.
525035256361934848,Yes:) except in Australia there's a discussion to let 'sympathizers' reenter OZ to rehabilitate! WTF! @MarkOkanagan @20committee @kshaidle
525038702607994880,@20committee @AresXtra They must put high risk travelers in civilian detaine camps to prevent attacks.US does this with suspect japs in WWII
525034548196024320,@aenk963 @BlogsofWar yes, but CSIS can't watch that many 24/7
525035734403530752,micro chip them - Just an uncivil thought :) @20committee @BlogsofWar
525049059321462784,@chrisjefferson no info yet
525062791712235520,@20committee   A high risk traveller!  But a risk to #Canadians and government officials , he was okay ?
525033513062371328,@20committee @BlogsofWar How come we have to pussy foot around terrorism for hours before calling what it is.
525040767270543360,@aniekan_o sure looks like one
525033642939416576,@20committee @kshaidle maybe we should start revoking passports AFTER they leave...
525040309097336832,@20committee @kshaidle It makes more sense to let them leave, and invalidate their passports before they return.
525040562765053952,@20committee the incident yesterday (car) in Canada was that a terrorist attack as well?
525034442104901632,If Michael Zehaf-Bebeau had his passport confiscated doesn't it make sense to track his movements - was this done? @20committee @BlogsofWar
525048948386299904,@20committee Oh, so they already know where Z-B had gone to? Any travels to the Levant recently?
525035264826413056,@20committee @sqwerin and @BarackObama still refuses to call it terrorism!
525033521837273088,@20committee Pathetic.
525032872647065600,BREAKING: Michael Zehaf-Bebeau had been designated "high-risk traveller" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm
524925341316689920,@CBCNews 😱 why!!!
524930718645092353,Christ. Ottawa friends, stay safe ❤️ "@CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/dNA1GVgARg”
524930352000036864,@CBCNews yessss!!
524932019248463872,@CBCNews @michellemalkin 2nd ISIS attack in Canada in two days
524926357927903232,Bizar..Gister Montréal vandaag Ottawa. @CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/K7RVl9OYJV”
524925775678816256,Lord, have mercy. Protect those who protect us "@CBCNews: Soldier shot at National War Memorial in Ottawa http://t.co/QigaeO0wo9”
524925553070329856,@CBCNews
524926310565814272,“@CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/rOSrLhBDt7”. Be safe out there folks in Uniform
524926071599534080,Ondertussen in Canada... “@CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/bKjPZlkg3B”
524929224260714499,@CBCNews @KimSulli 😱omg hope !!!!!!
524929840173309952,@CBCNews @michellemalkin 

And this: https://t.co/HSrkQbMfbn
524925050739490816,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa http://t.co/pp6hcfWcRw
525034956691869696,@inky_mark @CP24 as part of a co-op criminal investigation one would http://t.co/oEZ9w7goVi doesn't need facts to write stories it appears.
525030166687670272,@CP24 I think that soldiers should be armed and wear protective vests when they are on guard any where.
525032614697385984,@CP24 
OK now let's swoop in on all who knew him!
525036486337757185,@CP24 That name should not be mentioned again.
525030173914431488,@CP24 USA come before canadian media
525028734991343617,CTV News confirms that Canadian authorities have provided US authorities with the name Michael Zehaf-Bibeau in connection to Ottawa shooting
524960359388823552,“@cnnbrk: Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/bjWnX0FzOC
524985774224048129,@NYWEC you're a scumbag for trying to profit off a tragedy.
524961643688890368,@cnnbrk US official - whatever. Take your source from the Canadian government what has your channel become
524960004529737728,@cnnbrk @TheCurrentCBC: Police - more than 1 suspect, downtown remains in lockdown. LA http://t.co/TLbGZbQCj3 http://t.co/BkUpSsslXy
524959988956291074,@cnnbrk War Memorial Soldier pronounced dead just now.
524960274156371968,Scary situation. RT @cnnbrk U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. http://t.co/6rcpmWTjRX
524960862248132608,@cnnbrk Police searching and firing on Parliament Hill https://t.co/fjS8NPayIr
524961297721749505,@cnnbrk There is no proof yet that the shooter(s) has anything to do with ISIL but A BANFIELD &amp; CNN are already dropping that scare message
524960034305114113,@cnnbrk PLEASE help us spread the word for our fundraiser to kickstart our company https://t.co/liBfXjcv6y #ROC #SmallBusiness #the585
524961861406838784,@cnnbrk we need d I.D of the shooter
524960144632070145,@cnnbrk I hate to say that but maybe we should let Assad finish the job over there
524960960227078144,@cnnbrk looks like Canada caught a case of the United States , 🔫
524960933211168770,@cnnbrk Replies 2 this English post really need to be in English. Especially when  the world is assuming  this is yet another act of terror.
524960409602650113,@cnnbrk those gun crazy canadians need to be stopped, destroy all donuts
524961093496885248,@cnnbrk The world has gone #MAD. http://t.co/78Q5v78rlO
524960097563590656,@cnnbrk So sad. This is not right.

#PrayForOttawa 
#Ottawa 
#ottawashooting 
#CanadaShooting
524959809402331137,Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog: http://t.co/q98AMohu7T
524999801973506048,@Trial_Watcher1 @CBCAlerts @CBCNews And the news I'm watching right now are saying so much different than what you're posting in here LOL
524978844155912193,@CBCAlerts @CBCNews whats happening at the Ottawa Airport.
524951904212615168,@CBCAlerts tragic. Stay safe our law informers and partner dogs
524996856431251456,@Trial_Watcher1 @CBCAlerts @CBCNews Better not believe what we read on internet... or Tweeter  LOL
524997490035404800,@Trial_Watcher1 @CBCAlerts @CBCNews We, or better say, NOBODY can say for sure if these attack were jihadists acts or a crazy canadian...
524952081036496897,“@CBCAlerts: The latest @CBCNews on #Ottawa shootings. Gunman killed inside Parliament, soldier shot at War Memorial. http://t.co/6p2G5V2F4I
524950833088458752,@JamirSafi This is what happens when you have a Dicktator for a leader! People get crazy when SH pokes his nose where it doesn't belong!
524951832280707073,@CBCAlerts @CBCNews let's cancel moose hunting for Isis hunting#that religion
524952544595177474,@CBCAlerts @PnPCBC @CBCNews Round up these assholes and send them all to hell...
524996329307906048,@CBCAlerts @ImStillSassy @CBCNews There were two gunmen apparently. One was shot dead, the other is still at large. according to Sun News
524998424379523072,@Trial_Watcher1 @CBCAlerts @CBCNews Like I said before... I don't believe what I read on internet or Tweeter or FB... LMAO ;)
524998076164214784,@ImStillSassy @CBCAlerts @CBCNews The one yesterday we sure can, Todays remains to be confirmed, but prob. is as well, not that cbc wld say
524951432332451840,@CBCAlerts @CBCNews glad the shooter is dead. Praying for our security personnel Praying for Canada now.
524997088325955584,@CBCAlerts @ImStillSassy @CBCNews There are tons of Jihadists in Canada. Que., Ont. especially.Ont/US border in buffalo is a Muzzie corridor
524999012538408963,@ImStillSassy @CBCAlerts @CBCNews One parelent guard was killed today, two wounded. Attack was from 2 gunmen
524948450665050112,@CBCAlerts @CBCNews wtf this is canada
524948710942588928,@CBCAlerts @CBCNews any word on the condition of the soldier?🙏
524949649065779201,@CBCAlerts @CBCNews Everything has changed now..God be with us as we change everything and stand on guard for Canada.
524948601831956480,@CBCAlerts @CBCNews RT PRAY FOR OUR SOLDIER
524950324604592128,“@CBCAlerts: #Ottawa shootings. Gunman killed inside Parliament, soldier shot at War Memorial." @PoirierJeffrey U OK? 😦😨 #workfromhomesvp
524979403403444224,@CBCAlerts @CBCNews I wirk security so am imagining what must be happening there abd the airport.
524977952505606144,@CBCAlerts @CBCNews we love our country and military personnel !! Keep safe
524950962373287936,@CBCAlerts @RepMattSalmon @CBCNews Obviously, I spoke too soon.  They got him.  Good job.  Hope the soldier is OK.
524996510132744192,@CBCAlerts @ImStillSassy @CBCNews One parlemetry guard was shot dead, two other wounded
524948206023880704,The latest @CBCNews on #Ottawa shootings. Gunman killed inside Parliament, soldier shot at War Memorial. http://t.co/kngapKTSCe #cdnpoli
525031764155453441,@CTVNews I want answers Why did I get netter News fom CNN And CBS ???
525023033585827840,@CTVNews shooting suspect http://t.co/NIMwIg5Ewb
524994741180846080,@CTVNews thankfully  the FBI is really good with lots of resources
524993786276220928,@CTVNews WHY??? its not their country
524995135822905345,@PC_Consult39 @CTVNews When it comes to security were all in it together you dope. In times of crisis we are as one.
524994366541398017,@PC_Consult39 because it is a possible terrorist threat that could expand into the US, and they are our closest (literally) allies.
524993533212897281,FBI assisting in the case of the Ottawa shooting, sources have confirmed to CTV News
525057571321688064,@Telegraph @molodyko It is sad to see this news.  However, at least he leaves a son who will honor him.  Many soldiers die without children.
525061525409525760,@Telegraph RIP
525080429410664448,@englandfanatic @Telegraph 
Soldiers aren't innocent 

They are the complete opposite
525072231022333953,RIP @Telegraph: Soldier killed in Canada shooting was a young reservist w/a six-year-old son http://t.co/rcTujS5qvL http://t.co/t0viQS4VZv
525068703109758977,@Telegraph @JamesMoore_org heartbreaking!
525060851661668352,@Telegraph Prayers for his family 😢
525066880219115520,@Telegraph this is the real tragedy. Lovely young man doing the right thing brought down by cowardly terrorists. Shameful. #CanadaStrong
525080746080620544,@DavidRomeiPHD @Telegraph @molodyko 

If IS employed US NATO tactics they would have killed his son too 
And blamed his father for his death
525059328685133824,Heartbreaking for #HamOnt and Canada. “@Telegraph: Soldier killed in Canada shooting was a young reservist with a son http://t.co/wGQhZwKFEG
525062334302412800,@Telegraph @TelegraphNews This is very sad. I just wish that the was a better place :(
525278489721966592,@alisaleh1292 @Telegraph That doesn't sound incredibly cryptic........
525070441405095936,@Telegraph @Momma4America RIP Nathan. :(
525057102306222083,@Telegraph This world is seriously going to hell in a hand cart. I'm entirely fed up with innocent bystanders being senselessly killed.
525057584416292867,@Telegraph @20committee the price we pay for allowing Muslim 5th Columns to roam freely in the West. Enough.
525058435361292288,Sad. @Telegraph Soldier killed in Canada shooting was a young reservist with a 6yr old son http://t.co/tmW05dP9aV http://t.co/PssQRiRqmo”
525072407321927681,@evening_grace @Telegraph  Yes it is.
525071940428771330,@Telegraph @Momma4America Very sad day for his family friends and Canada. Rest in peace.
525057624916520960,@Telegraph @20committee So sad for my great nation.  I am speechless!
525057109910495232,@Telegraph Fuck Islam.
525058373591367680,@Telegraph Travel well brave soul.
525057081515061248,@Telegraph RIP Nathan,, we love you
525056576038518785,Soldier killed in Canada shooting was a young reservist with a six-year-old son http://t.co/83PReIl9XV http://t.co/LVprXOCCF7
524925154800181248,@RichardMadan @ladykitchenless lock it down! find the criminals.. wait, the buildings full of criminals! #cdnpoli
524926568171577345,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/VSOYzKOTaV”
524924021608284160,@RichardMadan any updates?
524932346961985536,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/gYkprr50hG” #shocking
524925449068355584,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/41zh7DWtfS” holy shit
524924651080650752,@RichardMadan @rebeccamakonnen Targeting the soldiers is a stupid act. They have not decided to go in #Irak...
524925391266664448,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/RzWnoOV4Sr” sirens galore down here
524924074087436289,@RichardMadan @CTVMelissaLamb AND war memorial, or is this same?
524925539996667904,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/GRnmSXzgTr” Oh Canada!
524923676484177920,BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/38qOgXcuet
524956714303754240,@newhot899 "Ottawa Police report a third shooting at Rideau Centre, no reports of injuries." Hoping everyone stays safe &lt;3
524956942926880768,@newhot899 near, NEAR the Rideau Centre
524950200281202688,“@newhot899: Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.” Wtf is happening 😭😭😭
524950874767249408,@newhot899 your news coverage is all over the place and making it sound like there are hundreds of shootings happening. Please be carful.
524949443607412737,Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.
525053884029763585,@MaulerMauler So very sad. Thoughts and prayers for his wife, young son and family that are grieving at this sad, sad time.
525061861398806528,@MaulerMauler 
RIP Brother!!
525063388934967298,@MaulerMauler @TheRemixLab R.I.P my condolences to his family
525081032824209408,@MaulerMauler 
So sorry for him &amp; his FAMILY.
525052198586040321,@MaulerMauler If we know the name of the maniac, but not the name of its victim, we are failing... failing... utterly. @JessieFlagg1
525049639016615937,This is the soldier who died today at the #Ottawa War Memorial. His name is Cpl. Nathan Cirillo. #RIP #OttawaStrong http://t.co/vhPBPq5yYk
524926674417500160,@PzFeed @Rui_Castro All our domestic military should be armed, now.
524926750506377216,@PzFeed can't believe it I was there less then 24 hours ago
524937952820883456,@PzFeed so who is the brainiac on the right that looks like he's taking a picture?
524926344992686081,@PzFeed Gee, I thought Canadians are supposed to be polite for once....
524946118774620161,@PzFeed sickening
524929568327888896,@PzFeed @AbideSam That's disgusting tbh...
524926235030589440,BREAKING NEWS: At least 3 shots fired at Ottawa War Memorial. One soldier confirmed shot - http://t.co/wiPaKVPSDb http://t.co/vwxeqj8xe9
524965532211351552,@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
very rare. but it has been increasingly likely as we chop away at ment hlth services
524966130700791808,@Russell_Barth @dmatthewmillar @devo1400 @spaikin 1/2 Violence doesn't automatically indicate a relationship to MH.
524967669083414528,@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
364 days a year, the cops are 100% unbelievable. today, everyone lines up to suck them
524942146475163649,@devo1400 @dmatthewmillar @spaikin 
how the guy got that far leads me to suspect this is not what it seems.
524968348468412416,@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
the truth will never come out. martial law is coming
524931933168746496,@dmatthewmillar Stay safe, Matt!
524927826718638081,.@dmatthewmillar What a silly response. They are targets 2 an embedded sniper. #Canada needs a #Security make-over. #Fail #CdnPoli #Design
524967144367591425,@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
i am only saying that all three scenarios are plausible.
524968082083958784,@Russell_Barth @dmatthewmillar @devo1400 @spaikin Ah true. Problem now is we'll probably only get coroner's details 😁 they won't make it.
524941965012795393,@Maritimes_HOME @dmatthewmillar because canada doesnt fuck around with security
524966555072094208,@Russell_Barth @dmatthewmillar @devo1400 @spaikin 2/2 If it did, every guy in the NHL would be institutionalized.
524967132090888192,@Russell_Barth @dmatthewmillar @devo1400 @spaikin That's why there are professionals. Average citizen can only currently make a guess.
524942844499619841,@Russell_Barth @devo1400 @spaikin I've had concerns about that for a while
524936956225282048,@dmatthewmillar showing the shooter where those police are???  @TSNBobMcKenzie
524928498771972096,@dmatthewmillar @LRyck why would you tweet the location of snipers? Who does that help? #cdnpoli
524969935383326721,@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
from the same cops and government who tell us that cancer-curing marijuana is evil.
524939504982167552,@dmatthewmillar @Jaclyn_Colville Twice in one week!?!?!?! #Toclosetohomeforcomfort
524965546379739136,@dmatthewmillar @Russell_Barth @devo1400 @spaikin In historical terms this is a blip. Screw those losers.
524970281379823616,@Russell_Barth @dmatthewmillar @devo1400 @spaikin Call me bad Canuck, I hope those fucktards get their asses kicked. http://t.co/Xwl6nPO3UQ
524966881573470208,@Russell_Barth @dmatthewmillar @devo1400 @spaikin That's rather specious. We don't know t MH situation. Can't b determined from a distance.
524934820124975106,@dmatthewmillar @gregobr Might be a good idea to not tweet about police movement/location?
524971151693729792,@Russell_Barth @dmatthewmillar @devo1400 @spaikin The science is ongoing, it can't cure, I got a link hang on...http://t.co/MmfTP5usPH
524971471501021184,@Russell_Barth @dmatthewmillar @devo1400 @spaikin This one was pretty good. Stay strong! Odd day, but have a good one anyways.
524970687803715584,@Russell_Barth @dmatthewmillar @devo1400 @spaikin And I know they will too :) #stupidattack
524928326566412289,@dmatthewmillar  Stay safe.
524931034329395200,@dmatthewmillar very helpful why would you tweet that!!??
524929656190148609,@dmatthewmillar Stay safe, Matt.
524950880681201664,@dmatthewmillar email me at dcdesk@cctv-america.com when you get a chance - good to know you are safe -Nathan
524939756455477249,@dmatthewmillar delete this you idiot
524938376735379457,@dmatthewmillar @FionaMcK also, maybe just window cleaners- https://t.co/QAhDtpg5bv
524934434404192256,@dmatthewmillar @spaikin odd how they happened to be already ready for this, eh? doesn't look staged at all. nope. totally believable.
524969635410870273,@Russell_Barth @dmatthewmillar @devo1400 @spaikin Not EVERYTHING will come out. But we will get details, especially these days.
524965141268692993,@dmatthewmillar @Russell_Barth @devo1400 @spaikin Sure but in how many years has this happened? This is extremely unusual.
524947016238268416,@_spookyboobs @dmatthewmillar right &amp; terrorist don't have access to social media to find out where we have placed that valuable security!
524965821337329666,@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin a) actual "terror", b) nutbars, c) false flag. all 3 r plausible http://t.co/6ZWDCGXXPw
524966663251566594,@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin true enough
524948547750621184,@Maritimes_HOME @dmatthewmillar lmao you expect social media to shut down during a shooting? thats when most tweets happen fuckboi
524942493050494976,@devo1400 @dmatthewmillar @spaikin 
funny, a guy with a joint can't make it past the memorial flame, but a gunman, whoosh, right inside
524941897266397184,@Russell_Barth @dmatthewmillar @spaikin you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!
524936331605323776,#AttackInOttawa
Police action
@dmatthewmillar: Snipers NationalArtGallery
we r barricadedCentreBlock ParliamentHill
http://t.co/HvykTnlcuz
